status,reason,segment_count,parsed_segments,parse_errors,parse_notes,normalized_candidate,parsed_math,macro_boundary,first_error,ID,title,canonical_equation
Approximated Parse,unsupported LaTeX simplified,3,3.0,0,unsupported LaTeX simplified,\Omega_{\mathrm{tot}}=\sum_{i} P_i\otimes A_i || \mathrm{Hol}(\gamma)=\mathcal{P}\exp(\oint_{\gamma}\Omega_{\mathrm{tot}}) || \gamma\to S^1_{\mathrm{TZP}} \Longrightarrow \mathrm{Hol}(\gamma)\to \mathcal{M}_{\mathrm{mono}},"Eq(O*(m*(e*(a_{mathrm*(t*(o*t))}*g))), A_{i}*(P_{i}*S_{i})) || Eq(mathrm*(gamma*(H*(l*o))), mathcal*(P*exp(Omega_{mathrm*(t*(o*t))}*oint_{gamma}))) || gamma","Eq(O*(m*(e*(a_{mathrm*(t*(o*t))}*g))), A_{i}*(P_{i}*S_{i})) || Eq(mathrm*(gamma*(H*(l*o))), mathcal*(P*exp(Omega_{mathrm*(t*(o*t))}*oint_{gamma}))) || gamma",,ID0163,Total Connection Form and Holonomy,\Omega_{\mathrm{tot}}=\sum_i P_i\otimes A_i || \mathrm{Hol}(\gamma)=\mathcal{P}\exp\!\left(\oint_{\gamma}\Omega_{\mathrm{tot}}\right) || \gamma\to S^1_{\mathrm{TZP}} \;\Longrightarrow\; \mathrm{Hol}(\gamma)\to \mathcal{M}_{\mathrm{mono}}
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,\pi_* g = g_{\mathrm{red}} || \mathcal{G}_{\mathrm{red}} = \mathcal{G}/\sim,p || G*mathcal,p || G*mathcal,,ID0178,Symmetry Reduction and Metric Recovery,\pi_* g = g_{\mathrm{red}} || \mathcal{G}_{\mathrm{red}} = \mathcal{G}/\!\sim
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,"psi(x,y,t) = \sum_{n}\psi_n(x,t)e^{i n y/R_{\mathrm{KK}}} || omega_n = \frac{n c}{R_{\mathrm{KK}}}","Eq(p*(s*i(x, y, t)), S_{n}*(e**((i*(n*y))/R_{mathrm*(K*K)})*psi_{n}(x, t))) || Eq(o*(m*(e*(a_{n}*g))), (c*n)/R_{mathrm*(K*K)})","Eq(o*(m*(e*(a_{n}*g))), (c*n)/R_{mathrm*(K*K)})",,ID0205,Kaluza–Klein Harmonic Modes,"psi(x,y,t) = \sum_{n}\psi_n(x,t)e^{i n y/R_{\mathrm{KK}}} || omega_n = \frac{n c}{R_{\mathrm{KK}}}"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,p_i=\frac{\ell_i}{\sum_{j} \ell_j} || H_k=-\sum_{i\in D_k}p_i\log p_i,"Eq(p_{i}, (e*(l*l_{i}))/((S_{j}*(e*(l*l_{j}))))) || Eq(H_{k}, -S_{i*(D_{k}*in)}*p_{i}*log(p_{i}, E))","Eq(p_{i}, (e*(l*l_{i}))/((S_{j}*(e*(l*l_{j}))))) || Eq(H_{k}, -S_{i*(D_{k}*in)}*p_{i}*log(p_{i}, E))",,ID0224,Persistent Entropy,p_i=\frac{\ell_i}{\sum_j \ell_j} || H_k=-\sum_{i\in D_k}p_i\log p_i
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,\beta_k(\epsilon)=\operatorname{rank}H_k(X_{\epsilon}) || p_i=\frac{|\Delta\beta_i|}{\sum_{j}|\Delta\beta_j|},"Eq(beta_{k}(epsilon), operatorname*((r*(a*(k*n)))*H_{k}(X_{epsilon}))) || Eq(p_{i}, Abs(D*(e*(l*(t*(a*(b*(e*(a_{i}*t))))))))/((S_{j}*Abs(D*(e*(l*(t*(a*(b*(e*(a_{j}*t)))))))))))","Eq(beta_{k}(epsilon), operatorname*((r*(a*(k*n)))*H_{k}(X_{epsilon})))",,ID0225,Betti Curve Entropy,\beta_k(\epsilon)=\operatorname{rank}H_k(X_{\epsilon}) || p_i=\frac{|\Delta\beta_i|}{\sum_j|\Delta\beta_j|}
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,\chi(K)=\sum_{k}(-1)^k\beta_k || H_K=-\sum_{\sigma\in K}p_\sigma\log p_\sigma,"Eq(chi(K), (b*(e*(a_{k}*t)))*S_{k}(-1)**k) || Eq(H_{K}, -S_{s*(i*(g*(m*(a*(K*in)))))}*p_{s}*(i*(g*(m*(a*log(p_{s}*(i*(g*(a*m))), E))))))","Eq(H_{K}, -S_{s*(i*(g*(m*(a*(K*in)))))}*p_{s}*(i*(g*(m*(a*log(p_{s}*(i*(g*(a*m))), E))))))",,ID0227,Simplicial Complex Entropy,\chi(K)=\sum_k(-1)^k\beta_k || H_K=-\sum_{\sigma\in K}p_\sigma\log p_\sigma
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,H=\int_{V} A\cdot B dV || \lambda R\approx 5,"Eq(H, Integral(A*B, V)) || lambda*(R*(approx*5))","Eq(H, Integral(A*B, V)) || lambda*(R*(approx*5))",,ID0235,Observed Helicity Scaling,"H=\int_V A\cdot B\,dV || \lambda R\approx 5"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,\Lambda=\frac{B^2}{\rho\mu_0\eta\Omega} || 10^{-2}\leq\Lambda_{\mathrm{lab}}\leq 10^{1},"Eq(Lambda, B**2/((rho*(mu_{0}*(Omega*eta))))) || Eq(10**(-2), L*(a*(m*(b*da))))","Eq(Lambda, B**2/((rho*(mu_{0}*(Omega*eta))))) || Eq(10**(-2), L*(a*(m*(b*da))))",,ID0241,Elsasser Number Scaling Law,\Lambda=\frac{B^2}{\rho\mu_0\eta\Omega} || 10^{-2}\leq\Lambda_{\mathrm{lab}}\leq 10^{1}
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,H=\int_{V} A\cdot B dV || \lambda R\approx 5,"Eq(H, Integral(A*B, V)) || lambda*(R*(approx*5))","Eq(H, Integral(A*B, V)) || lambda*(R*(approx*5))",,ID0242,Universal Helicity Number,"H=\int_V A\cdot B\,dV || \lambda R\approx 5"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,L_{\mathrm{acoustic}} = \int_{V} r \times (\rho \partial_t v) dV || L_{\mathrm{total}} = L_{\mathrm{gyro}} + L_{\mathrm{acoustic}},"Eq(L_{mathrm*(a*(c*(o*(u*(s*(t*(c*i)))))))}, Integral(r*(r*(h*(o*(partial_{t}*v)))), V)) || Eq(L_{mathrm*(t*(o*(t*(a*l))))}, L_{mathrm*(a*(c*(o*(u*(s*(t*(c*i)))))))} + L_{mathrm*(g*(y*(o*r)))})","Eq(L_{mathrm*(a*(c*(o*(u*(s*(t*(c*i)))))))}, Integral(r*(r*(h*(o*(partial_{t}*v)))), V)) || Eq(L_{mathrm*(t*(o*(t*(a*l))))}, L_{mathrm*(a*(c*(o*(u*(s*(t*(c*i)))))))} + L_{mathrm*(g*(y*(o*r)))})",,ID0263,Acoustic Angular Momentum Contribution,"L_{\mathrm{acoustic}} = \int_V r \times \left(\rho\,\partial_t v\right)\,dV || L_{\mathrm{total}} = L_{\mathrm{gyro}} + L_{\mathrm{acoustic}}"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,H=\int_{V} A\cdot B dV || \lambda R\approx 5,"Eq(H, Integral(A*B, V)) || lambda*(R*(approx*5))","Eq(H, Integral(A*B, V)) || lambda*(R*(approx*5))",,ID0265,Helicity Scaling and Universal Topological Number,"H=\int_V A\cdot B\,dV || \lambda R\approx 5"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,"C_{ij} = \frac{\operatorname{cov}(x_i,x_j)}{\sigma_i\sigma_j} || \eta_{J_z}\circ\Phi_Q(f)=\mathcal{B}(f)\circ\eta_{J_z}","Eq(C_{i*j}, (c*(o*v(x_{i}, x_{j})))/((s*(i*(g*(m*(a_{i}*(s*(i*(g*(a_{j}*m))))))))))) || Eq(eta_{J_{z}}*(circ*Phi_{Q}(f)), mathcal*(B*(f*(circ*eta_{J_{z}}))))","Eq(C_{i*j}, (c*(o*v(x_{i}, x_{j})))/((s*(i*(g*(m*(a_{i}*(s*(i*(g*(a_{j}*m))))))))))) || Eq(eta_{J_{z}}*(circ*Phi_{Q}(f)), mathcal*(B*(f*(circ*eta_{J_{z}}))))",,ID0272,Multi-Scale Correlation Matrix,"C_{ij} = \frac{\operatorname{cov}(x_i,x_j)}{\sigma_i\sigma_j} || \eta_{J_z}\circ\Phi_Q(f)=\mathcal{B}(f)\circ\eta_{J_z}"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,p_i=\frac{\ell_i}{\sum_{j} \ell_j} || H_k=-\sum_{i\in D_k}p_i\log p_i,"Eq(p_{i}, (e*(l*l_{i}))/((S_{j}*(e*(l*l_{j}))))) || Eq(H_{k}, -S_{i*(D_{k}*in)}*p_{i}*log(p_{i}, E))","Eq(p_{i}, (e*(l*l_{i}))/((S_{j}*(e*(l*l_{j}))))) || Eq(H_{k}, -S_{i*(D_{k}*in)}*p_{i}*log(p_{i}, E))",,ID0289,Persistent Entropy Measures,p_i=\frac{\ell_i}{\sum_j \ell_j} || H_k=-\sum_{i\in D_k}p_i\log p_i
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,\beta_k(\epsilon)=\operatorname{rank}H_k(X_{\epsilon}) || p_i=\frac{|\Delta\beta_i|}{\sum_{j}|\Delta\beta_j|},"Eq(beta_{k}(epsilon), operatorname*((r*(a*(k*n)))*H_{k}(X_{epsilon}))) || Eq(p_{i}, Abs(D*(e*(l*(t*(a*(b*(e*(a_{i}*t))))))))/((S_{j}*Abs(D*(e*(l*(t*(a*(b*(e*(a_{j}*t)))))))))))","Eq(beta_{k}(epsilon), operatorname*((r*(a*(k*n)))*H_{k}(X_{epsilon})))",,ID0290,Betti Curve Entropy,\beta_k(\epsilon)=\operatorname{rank}H_k(X_{\epsilon}) || p_i=\frac{|\Delta\beta_i|}{\sum_j|\Delta\beta_j|}
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,p_k=\frac{n_k}{\sum_{j} n_j} || H_s=-\sum_{k} p_k\log_2 p_k,"Eq(p_{k}, n_{k}/((S_{j}*n_{j}))) || Eq(H_{s}, -S_{k}*p_{k}*log(p_{k}, 2))","Eq(p_{k}, n_{k}/((S_{j}*n_{j}))) || Eq(H_{s}, -S_{k}*p_{k}*log(p_{k}, 2))",,ID0292,Simplicial and Homological Entropy,p_k=\frac{n_k}{\sum_j n_j} || H_s=-\sum_k p_k\log_2 p_k
Approximated Parse,unsupported LaTeX simplified,6,6.0,0,unsupported LaTeX simplified,"u_{\mathrm{mag}}(r,t)=\frac{\lvert B(r,t)\rvert^{2}}{2\mu_{0}} || U_{\mathrm{mag}} = \int_{0}^{R}\int_{0}^{\pi}\int_{0}^{2\pi} \frac{\lvert B(r,t)\rvert^{2}}{2\mu_{0}} r^{2}\sin\theta dr d\theta d\phi || U_{\mathrm{constraint}}=U_{\mathrm{mag}} + F_{\mathrm{mech}} d || F_{\mathrm{mech}} = \frac{3\mu_{0}}{2\pi d^{4}} ( \mu_{1}\cdot\mu_{2} - 2(\mu_{1}\cdot \hat d)(\mu_{2}\cdot \hat d) ) || u_{B}=\frac{B^{2}}{2\mu_{0}} || E_{B}=\int_{\Omega}u_{B} dV","Eq(u_{mathrm*(m*(a*g))}(r, t), (lvert*(rvert**2*B(r, t)))/((2*mu_{0}))) || Eq(U_{mathrm*(m*(a*g))}, Integral((r**2*sin(theta))*((lvert*(rvert**2*B(r, t)))/((2*mu_{0}))), (r, 0, 2*pi), (theta, 0, pi), (phi, 0, R))) || Eq(U_{mathrm*(c*(o*(n*(s*(t*(r*(a*(i*(n*t)))))))))}, F_{mathrm*(m*(e*(c*h)))}*d + U_{mathrm*(m*(a*g))}) || Eq(F_{mathrm*(m*(e*(c*h)))}, ((3*mu_{0})/((2*(d**4*pi))))*(mu_{1}*mu_{2} - 2*(mu_{1}*(d*hat))*(mu_{2}*(d*hat)))) || Eq(u_{B}, B**2/((2*mu_{0}))) || Eq(E_{B}, dV*intu_{B})","Eq(U_{mathrm*(c*(o*(n*(s*(t*(r*(a*(i*(n*t)))))))))}, F_{mathrm*(m*(e*(c*h)))}*d + U_{mathrm*(m*(a*g))}) || Eq(F_{mathrm*(m*(e*(c*h)))}, ((3*mu_{0})/((2*(d**4*pi))))*(mu_{1}*mu_{2} - 2*(mu_{1}*(d*hat))*(mu_{2}*(d*hat)))) || Eq(u_{B}, B**2/((2*mu_{0}))) || Eq(E_{B}, dV*intu_{B})",,ID0319,Magnetic Pressure and Compressive Energy,"u_{\mathrm{mag}}(r,t)=\frac{\lvert B(r,t)\rvert^{2}}{2\mu_{0}}. || U_{\mathrm{mag}} = \int_{0}^{R}\int_{0}^{\pi}\int_{0}^{2\pi} \frac{\lvert B(r,t)\rvert^{2}}{2\mu_{0}} r^{2}\sin\theta \, dr\, d\theta\, d\phi. || U_{\mathrm{constraint}}=U_{\mathrm{mag}} + F_{\mathrm{mech}} d, || F_{\mathrm{mech}} = \frac{3\mu_{0}}{2\pi d^{4}} \left( \mu_{1}\cdot\mu_{2} - 2(\mu_{1}\cdot \hat d)(\mu_{2}\cdot \hat d) \right). || u_{B}=\frac{B^{2}}{2\mu_{0}} || E_{B}=\int_{\Omega}u_{B}\,dV"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,"H(t)=\int_{V} A(r,t)\cdot B(r,t) d^3r-\frac{\omega}{c^2}\int_{V} r\times(E\times B) d^3r || F^{\mathrm{rot}}_{\mu u}=\Lambda_{\mu}^{\ \alpha}\Lambda_{ u}^{\ \beta}F^{\mathrm{lab}}_{\alpha\beta}","Eq(H(t), Integral(-(o*(m*(e*(a*g))))/(c**2)*Integral(r*((B*E)*(d**3*r)), x) + ((d**3*r)*B(r, t))*A(r, t), x)) || Eq(F**(mathrm*(r*(o*t))), L*(a*(m*(b*da))))",,,ID0324,Helicity Functional in Rotating Frame,"H(t)=\int_V A(r,t)\cdot B(r,t)\,d^3r-\frac{\omega}{c^2}\int_V r\times(E\times B)\,d^3r || F^{\mathrm{rot}}_{\mu u}=\Lambda_{\mu}^{\ \alpha}\Lambda_{ u}^{\ \beta}F^{\mathrm{lab}}_{\alpha\beta}"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,\mathcal{H}=\int_{\Omega}\mathbf{A}\cdot\mathbf{B} d^{3}x || \frac{d\mathcal{H}}{dt}=0,"Eq(H, intA*(B*(d**3*x))) || Eq(Derivative(H*mathcal, t), 0)","Eq(H, intA*(B*(d**3*x)))",,ID0369,Helicity Conservation Law,"\mathcal{H}=\int_{\Omega}\mathbf{A}\cdot\mathbf{B}\,d^{3}x || \frac{d\mathcal{H}}{dt}=0"
Approximated Parse,unsupported LaTeX simplified,3,3.0,0,unsupported LaTeX simplified,"\boldsymbol{\mu}_1(t)=\mu_0\hat{\mathbf{z}}, \boldsymbol{\mu}_2(t)=-\mu_0\hat{\mathbf{z}} || U_{\mathrm{con}}=\int_{V}\frac{\mathbf{B}\cdot\mathbf{B}}{2\mu_0} dV+\mathbf{F}_{\mathrm{mech}}\cdot\mathbf{d} || H_M=\int_{V}\mathbf{A}\cdot\mathbf{B} dV","boldsymbol*mu || Eq(U_{mathrm*(c*(n*o))}, F_{mathrm*(m*(e*(c*h)))}*d + Integral((B*B)/((2*(m*u_{0}))), V)) || Eq(H_{M}, intA*(B*dV))","boldsymbol*mu || Eq(U_{mathrm*(c*(n*o))}, F_{mathrm*(m*(e*(c*h)))}*d + Integral((B*B)/((2*(m*u_{0}))), V)) || Eq(H_{M}, intA*(B*dV))",,ID0371,Constrained Dipole Configuration,"\begin{adjustbox}{max width=\linewidth} $\displaystyle \boldsymbol{\mu}_1(t)=\mu_0\hat{\mathbf{z}},\qquad \boldsymbol{\mu}_2(t)=-\mu_0\hat{\mathbf{z}} $ \end{adjustbox} || \begin{adjustbox}{max width=\linewidth} $\displaystyle U_{\mathrm{con}}=\int_V\frac{\mathbf{B}\cdot\mathbf{B}}{2\mu_0}\,dV+\mathbf{F}_{\mathrm{mech}}\cdot\mathbf{d} $ \end{adjustbox} || \begin{adjustbox}{max width=\linewidth} $\displaystyle H_M=\int_V\mathbf{A}\cdot\mathbf{B}\,dV $ \end{adjustbox}"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,u_{B}=\frac{B^{2}}{2\mu_{0}} || E_{B}=\int_{\Omega}u_{B} dV,"Eq(u_{B}, B**2/((2*mu_{0}))) || Eq(E_{B}, dV*intu_{B})","Eq(u_{B}, B**2/((2*mu_{0}))) || Eq(E_{B}, dV*intu_{B})",,ID0372,Magnetic Energy and Pressure Functional,"u_{B}=\frac{B^{2}}{2\mu_{0}} || E_{B}=\int_{\Omega}u_{B}\,dV"
Approximated Parse,unsupported LaTeX simplified,2,2.0,0,unsupported LaTeX simplified,"B(r,\theta,\phi)=\sum_{\ell=0}^{\infty}\sum_{m=-\ell}^{\ell} a_{\ell m}(r) Y_{\ell}^{m}(\theta,\phi) || a_{\ell m}(r)=\int_{S^2} B(r,\theta,\phi) \overline{Y_{\ell}^{m}(\theta,\phi)} d\Omega","Eq(B(r, theta, phi), Sum(Y_{ell}**m*a_{ell*m}(r), (m, -ell, ell), (ell, 0, oo))) || Eq(a_{e*(l*(l*m))}(r), Integral(B(r, t*(h*(e*(a*t))), phi), x))","Eq(B(r, theta, phi), Sum(Y_{ell}**m*a_{ell*m}(r), (m, -ell, ell), (ell, 0, oo)))",,ID0375,Spherical Harmonic Expansion,"B(r,\theta,\phi)=\sum_{\ell=0}^{\infty}\sum_{m=-\ell}^{\ell} a_{\ell m}(r)\,Y_{\ell}^{m}(\theta,\phi) || a_{\ell m}(r)=\int_{S^2} B(r,\theta,\phi)\,\overline{Y_{\ell}^{m}(\theta,\phi)}\,d\Omega"
Approximated Parse,unsupported LaTeX simplified,1,1.0,0,unsupported LaTeX simplified,\Xi_{\mathrm{cym}}=\int_{\Omega}\Phi_{n}\rho_{\mathrm{vac}} dV,"Eq(Xi_{mathrm*(c*(m*y))}, intPhi_{n}*(r*(h*(dV*o_{mathrm*(v*(a*c))}))))","Eq(Xi_{mathrm*(c*(m*y))}, intPhi_{n}*(r*(h*(dV*o_{mathrm*(v*(a*c))}))))",,ID0408,Cymatic-Vacuum Coupling,"\begin{adjustbox}{max width=\linewidth,center} $\displaystyle \Xi_{\mathrm{cym}}=\int_{\Omega}\Phi_{n}\rho_{\mathrm{vac}}\,dV $ \end{adjustbox}"
